# alfa=-1 beta=3 gamma=1.5 omega=0.6 k=0
53.41 -0.0027557 0.734804 0.448187 0.044631
53.42 0.00174866 0.735252 0.435867 0.0400468
53.43 0.0061292 0.735655 0.423652 0.0354485
53.44 0.010387 0.736011 0.41154 0.0308378
53.45 0.014523 0.736321 0.39953 0.0262164
53.46 0.0185384 0.736584 0.387622 0.0215863
53.47 0.022434 0.736801 0.375814 0.0169491
53.48 0.026211 0.736972 0.364106 0.0123068
53.49 0.0298703 0.737095 0.352497 0.00766103
53.5 0.033413 0.737172 0.340985 0.00301369
53.51 0.03684 0.737202 0.329571 -0.0016334
53.52 0.0401522 0.737186 0.318253 -0.00627845
53.53 0.0433507 0.737123 0.30703 -0.0109196
53.54 0.0464364 0.737013 0.295902 -0.0155551
53.55 0.0494103 0.736857 0.284868 -0.0201831
53.56 0.0522732 0.736654 0.273927 -0.0248019
53.57 0.0550263 0.736405 0.263078 -0.0294095
53.58 0.0576702 0.736109 0.25232 -0.0340043
53.59 0.0602061 0.735767 0.241653 -0.0385844
53.6 0.0626348 0.73538 0.231076 -0.0431481
53.61 0.0649571 0.734946 0.220588 -0.0476937
53.62 0.0671741 0.734467 0.210189 -0.0522193
53.63 0.0692865 0.733942 0.199877 -0.0567234
53.64 0.0712953 0.733372 0.189652 -0.0612041
53.65 0.0732013 0.732757 0.179513 -0.0656599
53.66 0.0750055 0.732097 0.169461 -0.070089
53.67 0.0767086 0.731392 0.159493 -0.0744898
53.68 0.0783115 0.730644 0.149609 -0.0788607
53.69 0.0798151 0.729851 0.139809 -0.0832001
53.7 0.0812202 0.729015 0.130092 -0.0875065
53.71 0.0825276 0.728136 0.120457 -0.0917783
53.72 0.0837382 0.727213 0.110904 -0.0960139
53.73 0.0848529 0.726248 0.101433 -0.100212
53.74 0.0858723 0.725241 0.092042 -0.104371
53.75 0.0867973 0.724192 0.0827311 -0.10849
53.76 0.0876288 0.723102 0.0734997 -0.112566
53.77 0.0883675 0.72197 0.0643472 -0.1166
53.78 0.0890142 0.720799 0.0552731 -0.120589
53.79 0.0895697 0.719587 0.0462769 -0.124532
53.8 0.0900348 0.718335 0.0373579 -0.128429
53.81 0.0904102 0.717044 0.0285157 -0.132277
53.82 0.0906968 0.715715 0.0197498 -0.136075
53.83 0.0908953 0.714347 0.0110597 -0.139823
53.84 0.0910064 0.712942 0.00244476 -0.143519
53.85 0.091031 0.7115 -0.00609541 -0.147163
53.86 0.0909697 0.710021 -0.0145613 -0.150753
53.87 0.0908234 0.708506 -0.0229535 -0.154288
53.88 0.0905927 0.706955 -0.0312724 -0.157767
53.89 0.0902784 0.705369 -0.0395185 -0.16119
53.9 0.0898813 0.703749 -0.0476923 -0.164556
53.91 0.0894019 0.702096 -0.0557942 -0.167863
53.92 0.0888412 0.700409 -0.0638248 -0.171111
53.93 0.0881997 0.698689 -0.0717846 -0.174299
53.94 0.0874783 0.696937 -0.0796739 -0.177427
53.95 0.0866776 0.695154 -0.0874932 -0.180494
53.96 0.0857982 0.69334 -0.0952431 -0.183499
53.97 0.084841 0.691496 -0.102924 -0.186441
53.98 0.0838066 0.689622 -0.110536 -0.189321
53.99 0.0826957 0.687719 -0.118081 -0.192138
54 0.081509 0.685788 -0.125557 -0.19489
54.01 0.0802471 0.68383 -0.132967 -0.197579
54.02 0.0789108 0.681844 -0.140309 -0.200202
54.03 0.0775007 0.679832 -0.147586 -0.202761
54.04 0.0760174 0.677794 -0.154797 -0.205255
54.05 0.0744617 0.675731 -0.161942 -0.207683
54.06 0.0728341 0.673644 -0.169023 -0.210045
54.07 0.0711354 0.671533 -0.176039 -0.212342
54.08 0.0693662 0.669399 -0.182991 -0.214572
54.09 0.0675271 0.667242 -0.18988 -0.216736
54.1 0.0656188 0.665064 -0.196706 -0.218834
54.11 0.0636418 0.662865 -0.203469 -0.220866
54.12 0.0615969 0.660645 -0.21017 -0.222832
54.13 0.0594847 0.658406 -0.21681 -0.224731
54.14 0.0573057 0.656147 -0.223389 -0.226564
54.15 0.0550606 0.65387 -0.229907 -0.228331
54.16 0.05275 0.651575 -0.236364 -0.230032
54.17 0.0503745 0.649264 -0.242762 -0.231667
54.18 0.0479347 0.646935 -0.249101 -0.233236
54.19 0.0454312 0.644591 -0.255381 -0.234741
54.2 0.0428646 0.642232 -0.261602 -0.23618
54.21 0.0402355 0.639858 -0.267765 -0.237554
54.22 0.0375444 0.637471 -0.273871 -0.238863
54.23 0.0347919 0.63507 -0.27992 -0.240108
54.24 0.0319787 0.632657 -0.285913 -0.24129
54.25 0.0291052 0.630232 -0.291849 -0.242408
54.26 0.0261721 0.627796 -0.29773 -0.243462
54.27 0.0231798 0.625349 -0.303555 -0.244454
54.28 0.0201291 0.622892 -0.309326 -0.245384
54.29 0.0170203 0.620426 -0.315042 -0.246252
54.3 0.0138541 0.617951 -0.320704 -0.247059
54.31 0.0106309 0.615468 -0.326312 -0.247805
54.32 0.00735144 0.612978 -0.331868 -0.24849
54.33 0.00401611 0.61048 -0.33737 -0.249116
54.34 0.000625487 0.607977 -0.34282 -0.249683
54.35 -0.00281991 0.605467 -0.348218 -0.250191
54.36 -0.00631957 0.602953 -0.353565 -0.250641
54.37 -0.00987295 0.600434 -0.35886 -0.251034
54.38 -0.0134796 0.597911 -0.364104 -0.25137
54.39 -0.0171389 0.595385 -0.369298 -0.25165
54.4 -0.0208504 0.592856 -0.374441 -0.251874
54.41 -0.0246136 0.590324 -0.379535 -0.252044
54.42 -0.028428 0.587791 -0.384578 -0.252159
54.43 -0.032293 0.585257 -0.389573 -0.252221
54.44 -0.0362083 0.582722 -0.394518 -0.25223
54.45 -0.0401733 0.580187 -0.399414 -0.252187
54.46 -0.0441874 0.577653 -0.404262 -0.252092
54.47 -0.0482503 0.575119 -0.409061 -0.251947
54.48 -0.0523615 0.572587 -0.413812 -0.251752
54.49 -0.0565203 0.570057 -0.418515 -0.251507
54.5 -0.0607265 0.567529 -0.42317 -0.251214
54.51 -0.0649794 0.565004 -0.427777 -0.250874
54.52 -0.0692786 0.562483 -0.432337 -0.250486
54.53 -0.0736237 0.559966 -0.436849 -0.250052
54.54 -0.0780141 0.557452 -0.441313 -0.249572
54.55 -0.0824494 0.554944 -0.44573 -0.249047
54.56 -0.086929 0.552441 -0.4501 -0.248478
54.57 -0.0914526 0.549944 -0.454423 -0.247866
54.58 -0.0960196 0.547453 -0.458698 -0.247211
54.59 -0.10063 0.544968 -0.462925 -0.246515
54.6 -0.105282 0.542491 -0.467105 -0.245777
54.61 -0.109977 0.540021 -0.471237 -0.244999
54.62 -0.114713 0.537559 -0.475321 -0.244181
54.63 -0.11949 0.535104 -0.479358 -0.243324
54.64 -0.124307 0.532659 -0.483346 -0.242429
54.65 -0.129165 0.530223 -0.487285 -0.241496
54.66 -0.134062 0.527795 -0.491176 -0.240527
54.67 -0.138999 0.525378 -0.495018 -0.239522
54.68 -0.143974 0.522971 -0.49881 -0.238481
54.69 -0.148987 0.520574 -0.502552 -0.237406
54.7 -0.154038 0.518188 -0.506244 -0.236297
54.71 -0.159125 0.515813 -0.509886 -0.235155
54.72 -0.16425 0.51345 -0.513476 -0.23398
54.73 -0.16941 0.511098 -0.517014 -0.232774
54.74 -0.174606 0.508759 -0.520501 -0.231537
54.75 -0.179838 0.506432 -0.523934 -0.230269
54.76 -0.185103 0.504118 -0.527313 -0.228971
54.77 -0.190403 0.501817 -0.530638 -0.227644
54.78 -0.195736 0.499529 -0.533908 -0.226289
54.79 -0.201102 0.497255 -0.537122 -0.224907
54.8 -0.2065 0.494994 -0.540279 -0.223497
54.81 -0.21193 0.492748 -0.543379 -0.222061
54.82 -0.217391 0.490516 -0.54642 -0.220599
54.83 -0.222882 0.488299 -0.549401 -0.219111
54.84 -0.228404 0.486097 -0.552321 -0.217599
54.85 -0.233955 0.48391 -0.55518 -0.216064
54.86 -0.239534 0.481739 -0.557976 -0.214504
54.87 -0.245142 0.479583 -0.560708 -0.212922
54.88 -0.250777 0.477443 -0.563374 -0.211318
54.89 -0.256439 0.475319 -0.565974 -0.209693
54.9 -0.262128 0.473212 -0.568505 -0.208046
54.91 -0.267841 0.471121 -0.570968 -0.206379
54.92 -0.273579 0.469047 -0.573359 -0.204691
54.93 -0.279342 0.46699 -0.575678 -0.202985
54.94 -0.285127 0.464949 -0.577924 -0.201259
54.95 -0.290936 0.462927 -0.580093 -0.199515
54.96 -0.296766 0.460922 -0.582186 -0.197754
54.97 -0.302617 0.458934 -0.584199 -0.195975
54.98 -0.308488 0.456965 -0.586132 -0.194179
54.99 -0.314379 0.455013 -0.587983 -0.192367
55 -0.320288 0.45308 -0.589749 -0.190539
55.01 -0.326215 0.451165 -0.591428 -0.188695
55.02 -0.332159 0.449268 -0.59302 -0.186837
55.03 -0.338119 0.447391 -0.594521 -0.184964
55.04 -0.344094 0.445532 -0.595929 -0.183077
55.05 -0.350083 0.443692 -0.597243 -0.181177
55.06 -0.356086 0.441871 -0.598461 -0.179263
55.07 -0.3621 0.440069 -0.599579 -0.177337
55.08 -0.368126 0.438287 -0.600596 -0.175398
55.09 -0.374162 0.436524 -0.60151 -0.173448
55.1 -0.380208 0.434781 -0.602318 -0.171485
55.11 -0.386261 0.433058 -0.603017 -0.169512
55.12 -0.392321 0.431354 -0.603605 -0.167528
55.13 -0.398388 0.42967 -0.604081 -0.165533
55.14 -0.404459 0.428007 -0.60444 -0.163528
55.15 -0.410534 0.426363 -0.604681 -0.161514
55.16 -0.416611 0.42474 -0.604801 -0.15949
55.17 -0.422689 0.423137 -0.604797 -0.157457
55.18 -0.428767 0.421555 -0.604667 -0.155416
55.19 -0.434844 0.419993 -0.604408 -0.153366
55.2 -0.440919 0.418451 -0.604017 -0.151308
55.21 -0.446989 0.416931 -0.603492 -0.149242
55.22 -0.453054 0.415431 -0.602829 -0.147169
55.23 -0.459113 0.413952 -0.602027 -0.145088
55.24 -0.465163 0.412493 -0.601081 -0.143001
55.25 -0.471204 0.411056 -0.59999 -0.140906
55.26 -0.477234 0.40964 -0.598751 -0.138806
55.27 -0.483252 0.408245 -0.59736 -0.136699
55.28 -0.489256 0.406871 -0.595815 -0.134587
55.29 -0.495244 0.405519 -0.594113 -0.132469
55.3 -0.501215 0.404187 -0.592251 -0.130345
55.31 -0.507167 0.402877 -0.590227 -0.128217
55.32 -0.513099 0.401589 -0.588038 -0.126083
55.33 -0.519009 0.400322 -0.58568 -0.123945
55.34 -0.524895 0.399076 -0.583152 -0.121802
55.35 -0.530755 0.397852 -0.58045 -0.119655
55.36 -0.536589 0.396649 -0.577572 -0.117504
55.37 -0.542394 0.395468 -0.574516 -0.115349
55.38 -0.548168 0.394309 -0.571278 -0.11319
55.39 -0.553909 0.393171 -0.567856 -0.111028
55.4 -0.559616 0.392056 -0.564248 -0.108863
55.41 -0.565287 0.390961 -0.560451 -0.106694
55.42 -0.57092 0.389889 -0.556463 -0.104522
55.43 -0.576512 0.388839 -0.552281 -0.102348
55.44 -0.582063 0.38781 -0.547905 -0.100171
55.45 -0.587569 0.386803 -0.54333 -0.097991
55.46 -0.59303 0.385819 -0.538556 -0.095809
55.47 -0.598442 0.384856 -0.533581 -0.0936248
55.48 -0.603805 0.383915 -0.528402 -0.0914385
55.49 -0.609115 0.382996 -0.523018 -0.0892502
55.5 -0.614372 0.382099 -0.517427 -0.0870602
55.51 -0.619572 0.381224 -0.511629 -0.0848684
55.52 -0.624714 0.380371 -0.505621 -0.0826751
55.53 -0.629796 0.37954 -0.499402 -0.0804803
55.54 -0.634815 0.378731 -0.492972 -0.0782843
55.55 -0.639769 0.377944 -0.486329 -0.0760869
55.56 -0.644657 0.37718 -0.479472 -0.0738885
55.57 -0.649476 0.376437 -0.472401 -0.0716891
55.58 -0.654223 0.375717 -0.465116 -0.0694887
55.59 -0.658898 0.375018 -0.457616 -0.0672875
55.6 -0.663497 0.374342 -0.449902 -0.0650856
55.61 -0.668019 0.373688 -0.441972 -0.0628831
55.62 -0.67246 0.373056 -0.433827 -0.06068
55.63 -0.67682 0.372446 -0.425468 -0.0584764
55.64 -0.681097 0.371858 -0.416895 -0.0562725
55.65 -0.685286 0.371293 -0.408109 -0.0540682
55.66 -0.689388 0.370749 -0.399112 -0.0518637
55.67 -0.693399 0.370228 -0.389903 -0.0496591
55.68 -0.697318 0.369729 -0.380484 -0.0474544
55.69 -0.701142 0.369252 -0.370858 -0.0452496
55.7 -0.704869 0.368797 -0.361025 -0.0430449
55.71 -0.708497 0.368365 -0.350988 -0.0408403
55.72 -0.712025 0.367954 -0.340748 -0.0386358
55.73 -0.715449 0.367566 -0.330309 -0.0364316
55.74 -0.718769 0.3672 -0.319672 -0.0342277
55.75 -0.721982 0.366856 -0.308841 -0.0320241
55.76 -0.725086 0.366534 -0.297818 -0.029821
55.77 -0.728079 0.366234 -0.286607 -0.0276182
55.78 -0.730959 0.365957 -0.275211 -0.025416
55.79 -0.733725 0.365701 -0.263633 -0.0232143
55.8 -0.736375 0.365468 -0.251877 -0.0210133
55.81 -0.738906 0.365257 -0.239947 -0.0188128
55.82 -0.741317 0.365068 -0.227848 -0.0166131
55.83 -0.743607 0.364901 -0.215583 -0.0144142
55.84 -0.745774 0.364756 -0.203157 -0.012216
55.85 -0.747816 0.364633 -0.190575 -0.0100186
55.86 -0.749731 0.364532 -0.177842 -0.00782215
55.87 -0.751518 0.364454 -0.164962 -0.0056266
55.88 -0.753176 0.364397 -0.151941 -0.00343201
55.89 -0.754703 0.364363 -0.138784 -0.00123844
55.9 -0.756098 0.36435 -0.125497 0.000954085
55.91 -0.757359 0.36436 -0.112084 0.00314552
55.92 -0.758486 0.364392 -0.0985526 0.00533581
55.93 -0.759476 0.364445 -0.0849075 0.00752493
55.94 -0.76033 0.364521 -0.0711549 0.00971283
55.95 -0.761045 0.364618 -0.0573008 0.0118995
55.96 -0.761621 0.364738 -0.0433514 0.0140848
55.97 -0.762056 0.36488 -0.0293128 0.0162688
55.98 -0.762351 0.365043 -0.0151912 0.0184513
55.99 -0.762504 0.365228 -0.00099309 0.0206325
56 -0.762514 0.365436 0.0132753 0.0228122
56.01 -0.76238 0.365665 0.0276075 0.0249903
56.02 -0.762103 0.365916 0.0419971 0.0271668
56.03 -0.761681 0.366189 0.0564378 0.0293418
56.04 -0.761114 0.366484 0.0709229 0.031515
56.05 -0.760401 0.366801 0.0854462 0.0336865
56.06 -0.759542 0.367139 0.100001 0.0358563
56.07 -0.758537 0.3675 0.114582 0.0380242
56.08 -0.757385 0.367882 0.129181 0.0401903
56.09 -0.756087 0.368286 0.143793 0.0423544
56.1 -0.754642 0.368712 0.158412 0.0445165
56.11 -0.75305 0.369159 0.173031 0.0466765
56.12 -0.751311 0.369628 0.187644 0.0488344
56.13 -0.749425 0.370119 0.202246 0.0509902
56.14 -0.747392 0.370631 0.216831 0.0531437
56.15 -0.745213 0.371165 0.231392 0.0552949
56.16 -0.742888 0.371721 0.245925 0.0574437
56.17 -0.740416 0.372298 0.260424 0.05959
56.18 -0.737799 0.372897 0.274883 0.0617339
56.19 -0.735036 0.373518 0.289298 0.0638751
56.2 -0.732129 0.37416 0.303663 0.0660136
56.21 -0.729077 0.374823 0.317974 0.0681494
56.22 -0.725881 0.375508 0.332227 0.0702823
56.23 -0.722542 0.376214 0.346416 0.0724123
56.24 -0.719061 0.376942 0.360538 0.0745392
56.25 -0.715437 0.377691 0.374588 0.0766631
56.26 -0.711673 0.378462 0.388563 0.0787837
56.27 -0.707767 0.379254 0.402459 0.080901
56.28 -0.703723 0.380067 0.416274 0.0830149
56.29 -0.699539 0.380901 0.430003 0.0851252
56.3 -0.695217 0.381757 0.443644 0.0872319
56.31 -0.690759 0.382633 0.457194 0.0893349
56.32 -0.686164 0.383531 0.470651 0.091434
56.33 -0.681434 0.38445 0.484013 0.0935291
56.34 -0.676569 0.38539 0.497278 0.09562
56.35 -0.671572 0.386351 0.510444 0.0977068
56.36 -0.666442 0.387333 0.52351 0.0997891
56.37 -0.66118 0.388336 0.536474 0.101867
56.38 -0.655789 0.38936 0.549336 0.10394
56.39 -0.650268 0.390404 0.562095 0.106009
56.4 -0.644618 0.39147 0.57475 0.108072
56.41 -0.638842 0.392556 0.587302 0.11013
56.42 -0.63294 0.393663 0.599751 0.112183
56.43 -0.626912 0.39479 0.612096 0.114231
56.44 -0.62076 0.395938 0.624338 0.116273
56.45 -0.614486 0.397107 0.636479 0.118309
56.46 -0.608089 0.398296 0.648518 0.120339
56.47 -0.601571 0.399505 0.660458 0.122364
56.48 -0.594934 0.400735 0.6723 0.124381
56.49 -0.588177 0.401985 0.684046 0.126393
56.5 -0.581302 0.403255 0.695697 0.128397
56.51 -0.57431 0.404546 0.707256 0.130395
56.52 -0.567202 0.405856 0.718725 0.132385
56.53 -0.559979 0.407187 0.730106 0.134368
56.54 -0.552641 0.408537 0.741403 0.136344
56.55 -0.54519 0.409907 0.752618 0.138311
56.56 -0.537626 0.411297 0.763755 0.140271
56.57 -0.52995 0.412707 0.774817 0.142222
56.58 -0.522163 0.414136 0.785807 0.144165
56.59 -0.514266 0.415585 0.796729 0.146099
56.6 -0.506258 0.417054 0.807587 0.148024
56.61 -0.498142 0.418541 0.818384 0.14994
56.62 -0.489917 0.420048 0.829126 0.151846
56.63 -0.481584 0.421574 0.839816 0.153742
56.64 -0.473144 0.423119 0.850459 0.155628
56.65 -0.464597 0.424684 0.86106 0.157503
56.66 -0.455943 0.426266 0.871622 0.159368
56.67 -0.447183 0.427868 0.882151 0.161222
56.68 -0.438317 0.429488 0.892652 0.163065
56.69 -0.429346 0.431127 0.90313 0.164895
56.7 -0.420269 0.432785 0.913589 0.166714
56.71 -0.411087 0.43446 0.924036 0.16852
56.72 -0.401801 0.436154 0.934475 0.170314
56.73 -0.392409 0.437865 0.944911 0.172095
56.74 -0.382913 0.439595 0.955351 0.173862
56.75 -0.373311 0.441342 0.965799 0.175616
56.76 -0.363605 0.443107 0.97626 0.177355
56.77 -0.353793 0.44489 0.986742 0.17908
56.78 -0.343876 0.446689 0.997248 0.180791
56.79 -0.333854 0.448506 1.00779 0.182486
56.8 -0.323725 0.45034 1.01836 0.184165
56.81 -0.313491 0.452191 1.02897 0.185828
56.82 -0.303149 0.454059 1.03964 0.187475
56.83 -0.292701 0.455943 1.05035 0.189105
56.84 -0.282145 0.457844 1.06113 0.190718
56.85 -0.27148 0.45976 1.07197 0.192313
56.86 -0.260707 0.461693 1.08287 0.193889
56.87 -0.249824 0.463642 1.09386 0.195448
56.88 -0.23883 0.465606 1.10492 0.196987
56.89 -0.227725 0.467586 1.11607 0.198506
56.9 -0.216509 0.469581 1.12731 0.200006
56.91 -0.205179 0.471591 1.13865 0.201485
56.92 -0.193736 0.473616 1.15008 0.202943
56.93 -0.182177 0.475656 1.16163 0.20438
56.94 -0.170503 0.47771 1.17328 0.205795
56.95 -0.158711 0.479778 1.18505 0.207187
56.96 -0.146801 0.48186 1.19694 0.208557
56.97 -0.134772 0.483956 1.20895 0.209903
56.98 -0.122621 0.486066 1.22109 0.211225
56.99 -0.110349 0.488189 1.23336 0.212522
57 -0.0979537 0.490324 1.24577 0.213795
57.01 -0.0854335 0.492473 1.25832 0.215042
57.02 -0.0727872 0.494634 1.27101 0.216263
57.03 -0.0600134 0.496808 1.28384 0.217457
57.04 -0.0471106 0.498993 1.29682 0.218624
57.05 -0.0340772 0.50119 1.30996 0.219763
57.06 -0.020912 0.503399 1.32324 0.220874
57.07 -0.00761316 0.505619 1.33668 0.221956
57.08 0.00582069 0.50785 1.35027 0.223009
57.09 0.0193912 0.510091 1.36402 0.224031
57.1 0.0330998 0.512342 1.37792 0.225023
57.11 0.0469482 0.514604 1.39198 0.225984
57.12 0.0609378 0.516875 1.4062 0.226912
57.13 0.0750704 0.519156 1.42057 0.227809
57.14 0.0893473 0.521445 1.43509 0.228672
57.15 0.10377 0.523743 1.44976 0.229502
57.16 0.118341 0.52605 1.46458 0.230297
57.17 0.13306 0.528364 1.47954 0.231058
57.18 0.147929 0.530687 1.49464 0.231783
57.19 0.162951 0.533016 1.50988 0.232472
57.2 0.178125 0.535352 1.52525 0.233125
57.21 0.193454 0.537695 1.54073 0.23374
57.22 0.208939 0.540045 1.55634 0.234318
57.23 0.224581 0.542399 1.57205 0.234856
57.24 0.24038 0.54476 1.58785 0.235356
57.25 0.256338 0.547125 1.60375 0.235816
57.26 0.272456 0.549495 1.61972 0.236236
57.27 0.288734 0.551869 1.63575 0.236615
57.28 0.305174 0.554247 1.65184 0.236952
57.29 0.321775 0.556629 1.66796 0.237247
57.3 0.338539 0.559013 1.6841 0.237499
57.31 0.355464 0.5614 1.70024 0.237708
57.32 0.372552 0.563789 1.71636 0.237873
57.33 0.389801 0.56618 1.73245 0.237994
57.34 0.407213 0.568572 1.74849 0.238069
57.35 0.424786 0.570964 1.76444 0.238099
57.36 0.442518 0.573357 1.78028 0.238082
57.37 0.460411 0.57575 1.796 0.238019
57.38 0.478461 0.578142 1.81156 0.237908
57.39 0.496667 0.580533 1.82692 0.237749
57.4 0.515028 0.582923 1.84207 0.237542
57.41 0.533541 0.58531 1.85697 0.237285
57.42 0.552204 0.587695 1.87158 0.236979
57.43 0.571014 0.590076 1.88586 0.236623
57.44 0.589967 0.592454 1.89978 0.236216
57.45 0.60906 0.594828 1.91329 0.235759
57.46 0.628289 0.597198 1.92636 0.235249
57.47 0.647649 0.599562 1.93894 0.234688
57.48 0.667136 0.601921 1.95097 0.234074
57.49 0.686743 0.604273 1.96242 0.233408
57.5 0.706466 0.606619 1.97324 0.232687
57.51 0.726297 0.608958 1.98336 0.231914
57.52 0.74623 0.611288 1.99273 0.231086
57.53 0.766258 0.613611 2.00131 0.230203
57.54 0.786371 0.615924 2.00902 0.229265
57.55 0.806562 0.618229 2.01581 0.228273
57.56 0.826821 0.620523 2.02162 0.227224
57.57 0.847139 0.622806 2.02639 0.22612
57.58 0.867504 0.625079 2.03004 0.22496
57.59 0.887907 0.62734 2.03251 0.223743
57.6 0.908334 0.629588 2.03374 0.222469
57.61 0.928773 0.631824 2.03366 0.221139
57.62 0.949212 0.634047 2.03219 0.219751
57.63 0.969636 0.636255 2.02927 0.218306
57.64 0.99003 0.638449 2.02483 0.216804
57.65 1.01038 0.640628 2.01879 0.215244
57.66 1.03067 0.642791 2.01109 0.213626
57.67 1.05088 0.644938 2.00166 0.211951
57.68 1.071 0.647069 1.99043 0.210218
57.69 1.091 0.649181 1.97733 0.208427
57.7 1.11087 0.651276 1.96229 0.206578
57.71 1.1306 0.653352 1.94526 0.204671
57.72 1.15015 0.655409 1.92616 0.202707
57.73 1.1695 0.657446 1.90495 0.200684
57.74 1.18865 0.659463 1.88157 0.198605
57.75 1.20756 0.661459 1.85596 0.196468
57.76 1.22621 0.663434 1.82808 0.194273
57.77 1.24458 0.665386 1.79788 0.192022
57.78 1.26265 0.667316 1.76533 0.189714
57.79 1.2804 0.669223 1.7304 0.187349
57.8 1.29779 0.671106 1.69307 0.184928
57.81 1.3148 0.672964 1.6533 0.182451
57.82 1.33142 0.674798 1.6111 0.179919
57.83 1.34761 0.676606 1.56645 0.177331
57.84 1.36335 0.678388 1.51937 0.174689
57.85 1.37862 0.680144 1.46986 0.171993
57.86 1.3934 0.681873 1.41794 0.169243
57.87 1.40765 0.683574 1.36364 0.166439
57.88 1.42135 0.685246 1.307 0.163583
57.89 1.43449 0.68689 1.24807 0.160675
57.9 1.44703 0.688505 1.18691 0.157716
57.91 1.45896 0.69009 1.12358 0.154705
57.92 1.47025 0.691645 1.05815 0.151645
57.93 1.48088 0.693169 0.990724 0.148535
57.94 1.49084 0.694662 0.921382 0.145377
57.95 1.5001 0.696123 0.85023 0.142171
57.96 1.50865 0.697552 0.777382 0.138918
57.97 1.51646 0.698948 0.702958 0.135619
57.98 1.52352 0.700311 0.627087 0.132274
57.99 1.52983 0.70164 0.549905 0.128886
58 1.53535 0.702936 0.471554 0.125454
58.01 1.54009 0.704196 0.392183 0.12198
58.02 1.54403 0.705422 0.311948 0.118464
58.03 1.54717 0.706613 0.231006 0.114908
58.04 1.54949 0.707768 0.149521 0.111313
58.05 1.55099 0.708886 0.0676593 0.10768
58.06 1.55167 0.709969 -0.0144111 0.10401
58.07 1.55153 0.711014 -0.0965206 0.100304
58.08 1.55056 0.712022 -0.178499 0.0965641
58.09 1.54876 0.712993 -0.260178 0.0927903
58.1 1.54615 0.713925 -0.341388 0.0889845
58.11 1.54272 0.714819 -0.421966 0.0851478
58.12 1.53848 0.715675 -0.501747 0.0812815
58.13 1.53344 0.716492 -0.580575 0.077387
58.14 1.5276 0.71727 -0.658296 0.0734655
58.15 1.52098 0.718008 -0.734762 0.0695186
58.16 1.5136 0.718707 -0.809834 0.0655474
58.17 1.50546 0.719366 -0.883375 0.0615535
58.18 1.49658 0.719984 -0.955262 0.0575382
58.19 1.48698 0.720563 -1.02537 0.053503
58.2 1.47668 0.7211 -1.0936 0.0494493
58.21 1.46569 0.721597 -1.15985 0.0453786
58.22 1.45403 0.722053 -1.22401 0.0412924
58.23 1.44173 0.722468 -1.28603 0.0371921
58.24 1.4288 0.722842 -1.34581 0.0330793
58.25 1.41528 0.723174 -1.4033 0.0289555
58.26 1.40117 0.723466 -1.45844 0.0248223
58.27 1.38652 0.723715 -1.5112 0.020681
58.28 1.37133 0.723923 -1.56153 0.0165333
58.29 1.35564 0.724089 -1.60941 0.0123808
58.3 1.33946 0.724213 -1.65484 0.00822492
58.31 1.32283 0.724296 -1.69779 0.00406727
58.32 1.30577 0.724337 -1.73828 -9.05984e-05
58.33 1.2883 0.724336 -1.77631 -0.00424713
58.34 1.27044 0.724293 -1.81189 -0.00840078
58.35 1.25223 0.724209 -1.84506 -0.01255
58.36 1.23369 0.724083 -1.87585 -0.0166932
58.37 1.21484 0.723915 -1.90428 -0.0208289
58.38 1.1957 0.723706 -1.93041 -0.0249555
58.39 1.1763 0.723455 -1.95428 -0.0290715
58.4 1.15666 0.723163 -1.97595 -0.0331754
58.41 1.1368 0.722829 -1.99546 -0.0372657
58.42 1.11674 0.722455 -2.01289 -0.0413407
58.43 1.09652 0.722039 -2.0283 -0.0453992
58.44 1.07613 0.721583 -2.04174 -0.0494396
58.45 1.05561 0.721086 -2.05329 -0.0534603
58.46 1.03497 0.720549 -2.06303 -0.0574601
58.47 1.01424 0.719971 -2.07102 -0.0614373
58.48 0.993427 0.719354 -2.07733 -0.0653907
58.49 0.972549 0.718697 -2.08205 -0.0693188
58.5 0.951624 0.718 -2.08524 -0.0732203
58.51 0.930667 0.717264 -2.08697 -0.0770938
58.52 0.909693 0.716489 -2.08733 -0.0809379
58.53 0.888715 0.715676 -2.08638 -0.0847513
58.54 0.867746 0.714824 -2.0842 -0.0885328
58.55 0.8468 0.713934 -2.08086 -0.0922811
58.56 0.825887 0.713007 -2.07642 -0.0959949
58.57 0.805019 0.712042 -2.07097 -0.099673
58.58 0.784205 0.71104 -2.06456 -0.103314
58.59 0.763456 0.710002 -2.05726 -0.106918
58.6 0.74278 0.708928 -2.04913 -0.110482
58.61 0.722186 0.707817 -2.04025 -0.114006
58.62 0.701681 0.706671 -2.03066 -0.117488
58.63 0.681273 0.705491 -2.02042 -0.120928
58.64 0.660967 0.704275 -2.00959 -0.124325
58.65 0.64077 0.703026 -1.99823 -0.127677
58.66 0.620688 0.701743 -1.98639 -0.130984
58.67 0.600724 0.700426 -1.97411 -0.134245
58.68 0.580884 0.699077 -1.96144 -0.137459
58.69 0.561171 0.697696 -1.94843 -0.140624
58.7 0.541589 0.696282 -1.93512 -0.143741
58.71 0.522141 0.694838 -1.92155 -0.146809
58.72 0.502829 0.693362 -1.90777 -0.149825
58.73 0.483656 0.691856 -1.8938 -0.152791
58.74 0.464623 0.690321 -1.87968 -0.155705
